scale,event_type,budget_sec,algorithm,n_rows,n_metric_rows,mean,std,median,min,max
M,rush_job,5.0,MOEA-NSGA2,5,5,78.604002,11.980381,72.796541,68.941905,95.531645
M,rush_job,5.0,MOR,5,5,94.050877,7.013328,91.001036,87.525776,102.547344
M,rush_job,5.0,MachineRank,5,5,88.418247,9.091640,92.247902,72.161943,92.870691
M,rush_job,5.0,SA,5,5,84.147950,8.464642,80.992063,73.661310,93.643996
S,breakdown,0.1,B-CORE,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,0.1,B-CORE-no-bottleneck,5,5,53.290138,8.999132,53.964053,41.044529,65.101295
S,breakdown,0.1,B-CORE-no-graph,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,0.1,DCGA,5,5,54.788260,10.324904,53.086070,40.877758,68.798066
S,breakdown,0.1,GA,5,5,50.485453,9.412666,46.480372,42.009903,66.297476
S,breakdown,0.1,LNS,5,5,51.049166,7.817742,49.235012,40.845436,61.321005
S,breakdown,0.1,MOEA-NSGA2,5,5,49.492734,7.806067,47.021291,43.384554,63.106998
S,breakdown,0.1,MOR,5,5,61.335108,9.295286,64.205767,45.315597,68.862901
S,breakdown,0.1,MachineRank,5,5,56.361217,6.162483,58.898988,45.666051,60.809491
S,breakdown,0.1,SA,5,5,57.856650,8.709664,52.680970,50.544529,70.452721
S,breakdown,0.5,B-CORE,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,0.5,B-CORE-no-bottleneck,5,5,53.290138,8.999132,53.964053,41.044529,65.101295
S,breakdown,0.5,B-CORE-no-graph,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,0.5,DCGA,5,5,49.324380,9.204938,48.466051,40.794983,64.589648
S,breakdown,0.5,GA,5,5,48.098073,7.442373,47.021291,40.596860,60.497168
S,breakdown,0.5,LNS,5,5,50.315739,10.359725,48.986375,38.474369,67.062532
S,breakdown,0.5,MOEA-NSGA2,5,5,49.210287,8.610693,47.792672,42.408995,63.846390
S,breakdown,0.5,MOR,5,5,61.335108,9.295286,64.205767,45.315597,68.862901
S,breakdown,0.5,MachineRank,5,5,56.361217,6.162483,58.898988,45.666051,60.809491
S,breakdown,0.5,SA,5,5,53.227245,7.788959,51.394983,45.752038,65.473774
S,breakdown,1.0,B-CORE,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,1.0,B-CORE-no-bottleneck,5,5,53.290138,8.999132,53.964053,41.044529,65.101295
S,breakdown,1.0,B-CORE-no-graph,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,1.0,DCGA,5,5,46.721227,6.646815,45.966051,40.794983,57.842531
S,breakdown,1.0,GA,5,5,47.553172,7.415135,44.630517,41.280063,60.231471
S,breakdown,1.0,LNS,5,5,49.533642,9.213264,48.047524,38.474369,64.107896
S,breakdown,1.0,MOEA-NSGA2,5,5,46.490034,6.616798,45.037118,40.065143,57.544529
S,breakdown,1.0,MOR,5,5,61.335108,9.295286,64.205767,45.315597,68.862901
S,breakdown,1.0,MachineRank,5,5,56.361217,6.162483,58.898988,45.666051,60.809491
S,breakdown,1.0,SA,5,5,49.851175,10.126934,46.784245,40.094384,66.436829
S,breakdown,10.0,B-CORE,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,10.0,B-CORE-no-bottleneck,5,5,53.290138,8.999132,53.964053,41.044529,65.101295
S,breakdown,10.0,B-CORE-no-graph,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,10.0,DCGA,5,5,46.498185,4.600198,45.300677,42.366051,54.306998
S,breakdown,10.0,GA,5,5,45.605111,5.538552,43.471764,41.280063,55.006998
S,breakdown,10.0,LNS,5,5,45.943229,5.683842,43.600677,42.930517,56.080063
S,breakdown,10.0,MOEA-NSGA2,5,5,45.336064,5.969078,43.971146,41.301893,55.765143
S,breakdown,10.0,MOR,5,5,61.335108,9.295286,64.205767,45.315597,68.862901
S,breakdown,10.0,MachineRank,5,5,56.361217,6.162483,58.898988,45.666051,60.809491
S,breakdown,10.0,SA,5,5,46.002909,7.188998,43.280970,39.515597,57.752038
S,breakdown,5.0,B-CORE,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,5.0,B-CORE-no-bottleneck,5,5,53.290138,8.999132,53.964053,41.044529,65.101295
S,breakdown,5.0,B-CORE-no-graph,5,5,49.452725,5.914642,48.026998,43.196860,59.130517
S,breakdown,5.0,DCGA,5,5,46.498185,4.600198,45.300677,42.366051,54.306998
S,breakdown,5.0,GA,5,5,46.122890,5.131744,44.630517,41.280063,54.780063
S,breakdown,5.0,LNS,5,5,45.943229,5.683842,43.600677,42.930517,56.080063
S,breakdown,5.0,MOEA-NSGA2,5,5,45.360775,6.202958,43.403301,41.301893,56.235930
S,breakdown,5.0,MOR,5,5,61.335108,9.295286,64.205767,45.315597,68.862901
S,breakdown,5.0,MachineRank,5,5,56.361217,6.162483,58.898988,45.666051,60.809491
S,breakdown,5.0,SA,5,5,46.002909,7.188998,43.280970,39.515597,57.752038
S,mixed,0.1,B-CORE,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,0.1,B-CORE-no-bottleneck,5,5,56.619980,12.067756,60.620995,41.076999,70.573919
S,mixed,0.1,B-CORE-no-graph,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,0.1,DCGA,5,5,56.772481,10.601173,60.526409,44.746400,66.421600
S,mixed,0.1,GA,5,5,58.308940,10.874421,56.406080,45.565143,72.022871
S,mixed,0.1,LNS,5,5,62.381929,13.519848,61.215956,49.165143,81.089163
S,mixed,0.1,MOEA-NSGA2,5,5,58.117853,11.810074,55.847018,44.788381,71.978964
S,mixed,0.1,MOR,5,5,60.538322,6.859296,59.140706,51.294075,69.980109
S,mixed,0.1,MachineRank,5,5,59.639114,11.258858,67.076858,43.734699,68.519298
S,mixed,0.1,SA,5,5,61.515656,13.713023,70.660245,44.938237,72.518090
S,mixed,0.5,B-CORE,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,0.5,B-CORE-no-bottleneck,5,5,56.619980,12.067756,60.620995,41.076999,70.573919
S,mixed,0.5,B-CORE-no-graph,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,0.5,DCGA,5,5,51.721031,9.585566,51.147018,41.312533,64.800396
S,mixed,0.5,GA,5,5,52.472849,10.173692,54.785462,38.094075,64.405481
S,mixed,0.5,LNS,5,5,56.173894,12.004632,60.152712,40.341465,68.345792
S,mixed,0.5,MOEA-NSGA2,5,5,52.428042,11.495820,52.286070,39.855313,65.241609
S,mixed,0.5,MOR,5,5,60.538322,6.859296,59.140706,51.294075,69.980109
S,mixed,0.5,MachineRank,5,5,59.639114,11.258858,67.076858,43.734699,68.519298
S,mixed,0.5,SA,5,5,53.490104,9.836796,54.255622,42.065143,64.109903
S,mixed,1.0,B-CORE,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,1.0,B-CORE-no-bottleneck,5,5,56.619980,12.067756,60.620995,41.076999,70.573919
S,mixed,1.0,B-CORE-no-graph,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,1.0,DCGA,5,5,51.555061,9.318663,51.147018,41.076999,63.415002
S,mixed,1.0,GA,5,5,50.177831,10.308826,54.311774,35.644529,61.905481
S,mixed,1.0,LNS,5,5,52.386918,13.014337,51.147018,38.094075,70.837197
S,mixed,1.0,MOEA-NSGA2,5,5,52.746913,10.229281,53.346409,39.855313,65.311165
S,mixed,1.0,MOR,5,5,60.538322,6.859296,59.140706,51.294075,69.980109
S,mixed,1.0,MachineRank,5,5,59.639114,11.258858,67.076858,43.734699,68.519298
S,mixed,1.0,SA,5,5,55.038292,9.604790,57.182552,44.899165,64.285757
S,mixed,10.0,B-CORE,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,10.0,B-CORE-no-bottleneck,5,5,56.619980,12.067756,60.620995,41.076999,70.573919
S,mixed,10.0,B-CORE-no-graph,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,10.0,DCGA,5,5,48.829153,7.455331,47.396250,41.076999,57.201295
S,mixed,10.0,GA,5,5,47.377697,9.355882,47.176240,35.644529,57.936520
S,mixed,10.0,LNS,5,5,49.838194,10.572903,51.147018,35.644529,60.543126
S,mixed,10.0,MOEA-NSGA2,5,5,47.972566,9.800541,47.176240,37.565143,59.757138
S,mixed,10.0,MOR,5,5,60.538322,6.859296,59.140706,51.294075,69.980109
S,mixed,10.0,MachineRank,5,5,59.639114,11.258858,67.076858,43.734699,68.519298
S,mixed,10.0,SA,5,5,53.339857,11.150062,54.983749,39.312533,67.095342
S,mixed,5.0,B-CORE,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,5.0,B-CORE-no-bottleneck,5,5,56.619980,12.067756,60.620995,41.076999,70.573919
S,mixed,5.0,B-CORE-no-graph,5,5,56.553522,11.321308,61.747027,41.076999,68.736211
S,mixed,5.0,DCGA,5,5,49.770292,8.927992,47.396250,41.076999,61.906989
S,mixed,5.0,GA,5,5,47.701460,9.754872,47.176240,35.644529,58.756848
S,mixed,5.0,LNS,5,5,49.838194,10.572903,51.147018,35.644529,60.543126
S,mixed,5.0,MOEA-NSGA2,5,5,47.497697,9.335312,46.341614,37.565143,57.165452
S,mixed,5.0,MOR,5,5,60.538322,6.859296,59.140706,51.294075,69.980109
S,mixed,5.0,MachineRank,5,5,59.639114,11.258858,67.076858,43.734699,68.519298
S,mixed,5.0,SA,5,5,53.339857,11.150062,54.983749,39.312533,67.095342
S,rush_job,0.1,B-CORE,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,0.1,B-CORE-no-bottleneck,5,5,54.933893,8.869239,54.335921,45.884245,68.057451
S,rush_job,0.1,B-CORE-no-graph,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,0.1,DCGA,5,5,53.895536,8.074293,55.361320,44.746400,64.787646
S,rush_job,0.1,GA,5,5,54.352987,6.115357,53.799769,46.994075,62.855064
S,rush_job,0.1,LNS,5,5,56.683795,5.413342,58.664986,48.563131,62.000073
S,rush_job,0.1,MOEA-NSGA2,5,5,53.669689,8.664745,52.256231,44.562228,67.649493
S,rush_job,0.1,MOR,5,5,61.770297,7.523076,63.299478,53.081017,71.637233
S,rush_job,0.1,MachineRank,5,5,59.385754,4.728226,58.941324,53.434699,66.679043
S,rush_job,0.1,SA,5,5,60.112542,8.260722,61.265761,50.855313,70.488849
S,rush_job,0.5,B-CORE,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,0.5,B-CORE-no-bottleneck,5,5,54.933893,8.869239,54.335921,45.884245,68.057451
S,rush_job,0.5,B-CORE-no-graph,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,0.5,DCGA,5,5,50.427145,5.296174,49.472054,44.935606,57.906998
S,rush_job,0.5,GA,5,5,50.596761,5.336537,49.040098,44.065456,57.991156
S,rush_job,0.5,LNS,5,5,50.965268,5.258219,52.426690,42.894075,56.628819
S,rush_job,0.5,MOEA-NSGA2,5,5,50.290905,5.922956,48.385462,44.744529,58.041624
S,rush_job,0.5,MOR,5,5,61.770297,7.523076,63.299478,53.081017,71.637233
S,rush_job,0.5,MachineRank,5,5,59.385754,4.728226,58.941324,53.434699,66.679043
S,rush_job,0.5,SA,5,5,52.078970,5.960491,53.530517,45.241015,59.672961
S,rush_job,1.0,B-CORE,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,1.0,B-CORE-no-bottleneck,5,5,54.933893,8.869239,54.335921,45.884245,68.057451
S,rush_job,1.0,B-CORE-no-graph,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,1.0,DCGA,5,5,48.352677,5.948769,46.700986,40.594983,56.300986
S,rush_job,1.0,GA,5,5,48.106966,5.016733,47.771764,43.100990,56.256539
S,rush_job,1.0,LNS,5,5,47.077332,4.023635,46.520088,43.765143,53.700677
S,rush_job,1.0,MOEA-NSGA2,5,5,48.511430,5.379982,48.035921,43.135303,57.363944
S,rush_job,1.0,MOR,5,5,61.770297,7.523076,63.299478,53.081017,71.637233
S,rush_job,1.0,MachineRank,5,5,59.385754,4.728226,58.941324,53.434699,66.679043
S,rush_job,1.0,SA,5,5,48.600924,6.356446,47.234699,44.229918,59.672961
S,rush_job,10.0,B-CORE,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,10.0,B-CORE-no-bottleneck,5,5,54.933893,8.869239,54.335921,45.884245,68.057451
S,rush_job,10.0,B-CORE-no-graph,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,10.0,DCGA,5,5,44.930722,3.245205,44.841609,40.594983,49.306090
S,rush_job,10.0,GA,5,5,45.163857,3.338028,44.591156,41.500990,50.421604
S,rush_job,10.0,LNS,5,5,46.724499,2.581473,46.400073,43.765143,50.666051
S,rush_job,10.0,MOEA-NSGA2,5,5,44.550286,4.133610,43.510856,39.823915,50.621604
S,rush_job,10.0,MOR,5,5,61.770297,7.523076,63.299478,53.081017,71.637233
S,rush_job,10.0,MachineRank,5,5,59.385754,4.728226,58.941324,53.434699,66.679043
S,rush_job,10.0,SA,5,5,47.298653,5.342864,45.642208,43.400677,56.450536
S,rush_job,5.0,B-CORE,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,5.0,B-CORE-no-bottleneck,5,5,54.933893,8.869239,54.335921,45.884245,68.057451
S,rush_job,5.0,B-CORE-no-graph,5,5,51.444505,4.224213,50.393471,47.195292,57.035616
S,rush_job,5.0,DCGA,5,5,46.215671,4.877224,45.236520,40.594983,54.005172
S,rush_job,5.0,GA,5,5,46.015149,4.344787,44.955917,41.500990,53.221917
S,rush_job,5.0,LNS,5,5,46.724499,2.581473,46.400073,43.765143,50.666051
S,rush_job,5.0,MOEA-NSGA2,5,5,44.928622,3.920596,43.510856,40.594983,50.900677
S,rush_job,5.0,MOR,5,5,61.770297,7.523076,63.299478,53.081017,71.637233
S,rush_job,5.0,MachineRank,5,5,59.385754,4.728226,58.941324,53.434699,66.679043
S,rush_job,5.0,SA,5,5,47.298653,5.342864,45.642208,43.400677,56.450536
