weight_seed,n_rows,mean_objective,std_objective,coeff_json,component_json,rank,percentile
901491,12,65.717906,14.769279,"{""agv_remaining_ops"": -0.09537911016967202, ""agv_transport"": 1.1632876877499956, ""agv_wait"": 0.22421626809424663, ""machine_alt_gap"": 0.42966516523535536, ""machine_delay"": 0.22091836349265212, ""machine_pressure"": 0.48509206442141434, ""machine_proc"": 0.0, ""machine_queue"": 0.5056498898635445, ""machine_remaining_ops"": -0.12975336195521092, ""machine_remaining_work"": -0.05947949384962093, ""machine_transport"": 0.1156062254054331}","{""bottleneck"": 0.8345852230431251, ""disturbance"": 1.0684036517595, ""job_urgency"": 0.7572083987056804, ""safety"": 0.6290225852346903, ""transport"": 1.3068429944280702}",514,25.700000
901572,12,65.718436,14.456455,"{""agv_remaining_ops"": -0.17840367334736942, ""agv_transport"": 0.873346705994027, ""agv_wait"": 0.20654316757309038, ""machine_alt_gap"": 0.3995363564562088, ""machine_delay"": 0.1907168867904398, ""machine_pressure"": 0.4938783641841741, ""machine_proc"": 0.0, ""machine_queue"": 0.5121547933459378, ""machine_remaining_ops"": -0.14101595672088682, ""machine_remaining_work"": -0.08920688480688387, ""machine_transport"": 0.17970634422602702}","{""bottleneck"": 1.0144190284591537, ""disturbance"": 1.019344551709619, ""job_urgency"": 1.3370439501811444, ""safety"": 1.3221221568029962, ""transport"": 1.4734247859810439}",515,25.750000
900158,12,65.719439,12.476611,"{""agv_remaining_ops"": -0.16370717434838475, ""agv_transport"": 0.6816785281877502, ""agv_wait"": 0.3641116870272908, ""machine_alt_gap"": 0.24849867710016219, ""machine_delay"": 0.37390100916685026, ""machine_pressure"": 0.6303936080752586, ""machine_proc"": 0.0, ""machine_queue"": 0.2751583405658425, ""machine_remaining_ops"": -0.1906175497433292, ""machine_remaining_work"": -0.11229001358772614, ""machine_transport"": 0.16835332938539516}","{""bottleneck"": 1.26835642261815, ""disturbance"": 1.2429332513652127, ""job_urgency"": 0.7002280855609327, ""safety"": 1.1866696806177652, ""transport"": 0.646683777675225}",516,25.800000
901520,12,65.722235,15.677851,"{""agv_remaining_ops"": -0.09019694314369416, ""agv_transport"": 0.8752428616840904, ""agv_wait"": 0.20876426050558203, ""machine_alt_gap"": 0.43146234410223155, ""machine_delay"": 0.18999581403840757, ""machine_pressure"": 0.35337247723040965, ""machine_proc"": 0.0, ""machine_queue"": 0.4927202885468284, ""machine_remaining_ops"": -0.30484111598043423, ""machine_remaining_work"": -0.11976353638632797, ""machine_transport"": 0.1687862733946338}","{""bottleneck"": 1.470808745730377, ""disturbance"": 1.2792880464236194, ""job_urgency"": 0.667482615365763, ""safety"": 1.0825031065073154, ""transport"": 0.8904658168993669}",517,25.850000
900513,12,65.722676,15.078118,"{""agv_remaining_ops"": -0.12007980023680981, ""agv_transport"": 1.148124705748217, ""agv_wait"": 0.2791358720354181, ""machine_alt_gap"": 0.209527048225313, ""machine_delay"": 0.3904866788086024, ""machine_pressure"": 0.6178347585028747, ""machine_proc"": 0.0, ""machine_queue"": 0.7602251381842087, ""machine_remaining_ops"": -0.12378394719452297, ""machine_remaining_work"": -0.08856908840729595, ""machine_transport"": 0.1450077684320748}","{""bottleneck"": 0.7128286980785332, ""disturbance"": 1.3145486085451386, ""job_urgency"": 1.1543255623934563, ""safety"": 0.6345492648883436, ""transport"": 0.9290047590344941}",518,25.900000
900348,12,65.724492,12.883091,"{""agv_remaining_ops"": -0.17981958737380882, ""agv_transport"": 1.3850880251258855, ""agv_wait"": 0.36539595085844445, ""machine_alt_gap"": 0.18252779024304358, ""machine_delay"": 0.523593969752816, ""machine_pressure"": 0.5407292449492545, ""machine_proc"": 0.0, ""machine_queue"": 0.5442092330314816, ""machine_remaining_ops"": -0.14606093681409346, ""machine_remaining_work"": -0.08087486204803264, ""machine_transport"": 0.11864711205308602}","{""bottleneck"": 1.0055435055780009, ""disturbance"": 1.1986725858440064, ""job_urgency"": 0.9931196528389235, ""safety"": 0.8710794304436354, ""transport"": 1.4092884766758518}",519,25.950000
900841,12,65.728178,15.918895,"{""agv_remaining_ops"": -0.15004304023533221, ""agv_transport"": 1.0726122046715192, ""agv_wait"": 0.3146932062736312, ""machine_alt_gap"": 0.3928960782052802, ""machine_delay"": 0.3450665621878823, ""machine_pressure"": 0.2694062824943963, ""machine_proc"": 0.0, ""machine_queue"": 0.5786778423957926, ""machine_remaining_ops"": -0.2803344461894464, ""machine_remaining_work"": -0.06447790487348441, ""machine_transport"": 0.06572756616215399}","{""bottleneck"": 1.0898591962698823, ""disturbance"": 0.5402244369040693, ""job_urgency"": 1.4455951392250215, ""safety"": 1.0824452327929563, ""transport"": 1.2372685641206742}",520,26.000000
901028,12,65.728570,12.533415,"{""agv_remaining_ops"": -0.12129574735724113, ""agv_transport"": 1.150764093126655, ""agv_wait"": 0.22656639472251752, ""machine_alt_gap"": 0.2591863328655183, ""machine_delay"": 0.24249673135618516, ""machine_pressure"": 0.3286021904687433, ""machine_proc"": 0.0, ""machine_queue"": 0.805037970219818, ""machine_remaining_ops"": -0.28828641463426485, ""machine_remaining_work"": -0.10383435178118358, ""machine_transport"": 0.16504846334479015}","{""bottleneck"": 0.6778483779697602, ""disturbance"": 1.0695741017501388, ""job_urgency"": 1.438829962460734, ""safety"": 0.9048097089314487, ""transport"": 0.9751856342063346}",521,26.050000
900222,12,65.729236,16.211449,"{""agv_remaining_ops"": -0.12199985488596174, ""agv_transport"": 0.8336333277778245, ""agv_wait"": 0.24638780445103942, ""machine_alt_gap"": 0.24339428800348992, ""machine_delay"": 0.5058242798918565, ""machine_pressure"": 0.6530515155760522, ""machine_proc"": 0.0, ""machine_queue"": 0.7694415205894298, ""machine_remaining_ops"": -0.14671487723757679, ""machine_remaining_work"": -0.05485157905151208, ""machine_transport"": 0.15020306868212885}","{""bottleneck"": 0.5887780708919816, ""disturbance"": 0.926145047166793, ""job_urgency"": 0.6847301603432262, ""safety"": 0.5051661020892906, ""transport"": 1.0302079489862748}",522,26.100000
901291,12,65.729264,16.729185,"{""agv_remaining_ops"": -0.14702749074115018, ""agv_transport"": 0.6347677846064164, ""agv_wait"": 0.24594375349404732, ""machine_alt_gap"": 0.3615961046583696, ""machine_delay"": 0.19927212811960748, ""machine_pressure"": 0.6961374894987469, ""machine_proc"": 0.0, ""machine_queue"": 0.5026177484301803, ""machine_remaining_ops"": -0.20196741299138019, ""machine_remaining_work"": -0.11687361195490528, ""machine_transport"": 0.11790437649975861}","{""bottleneck"": 0.5094561429452817, ""disturbance"": 0.7639805239020273, ""job_urgency"": 0.7470211477973606, ""safety"": 0.7747593820387788, ""transport"": 1.0208533933515627}",523,26.150000
901260,12,65.729676,15.262017,"{""agv_remaining_ops"": -0.20647479818604877, ""agv_transport"": 1.4768058937663506, ""agv_wait"": 0.17605795373621957, ""machine_alt_gap"": 0.476855420869201, ""machine_delay"": 0.17874255618508114, ""machine_pressure"": 0.3268878142569315, ""machine_proc"": 0.0, ""machine_queue"": 0.5901074847561784, ""machine_remaining_ops"": -0.1511172990961329, ""machine_remaining_work"": -0.09232956804750764, ""machine_transport"": 0.11482335405441356}","{""bottleneck"": 1.3271400792760053, ""disturbance"": 1.4659226667839347, ""job_urgency"": 1.0203789311597906, ""safety"": 1.389406515512369, ""transport"": 1.2672247121584623}",524,26.200000
901716,12,65.729676,15.262017,"{""agv_remaining_ops"": -0.08070304572047203, ""agv_transport"": 1.2383934730558583, ""agv_wait"": 0.2883608475164643, ""machine_alt_gap"": 0.30804456266581925, ""machine_delay"": 0.20923720477183555, ""machine_pressure"": 0.2595991836419247, ""machine_proc"": 0.0, ""machine_queue"": 0.41170933651404384, ""machine_remaining_ops"": -0.27185664000819393, ""machine_remaining_work"": -0.09811519837571105, ""machine_transport"": 0.07831042863370662}","{""bottleneck"": 1.3298550925389152, ""disturbance"": 1.388666841617514, ""job_urgency"": 0.9968053923905994, ""safety"": 0.6878047013884212, ""transport"": 1.1895446209355067}",525,26.250000
901363,12,65.732181,16.317693,"{""agv_remaining_ops"": -0.07706176328547504, ""agv_transport"": 1.4482494936131052, ""agv_wait"": 0.3468003081864245, ""machine_alt_gap"": 0.5135337350638939, ""machine_delay"": 0.3775232624682775, ""machine_pressure"": 0.6887209500502588, ""machine_proc"": 0.0, ""machine_queue"": 0.8004185578771916, ""machine_remaining_ops"": -0.2689676576820217, ""machine_remaining_work"": -0.07211744591886503, ""machine_transport"": 0.15751240521384022}","{""bottleneck"": 1.401104133427497, ""disturbance"": 1.1601118265365105, ""job_urgency"": 1.1898994465884172, ""safety"": 0.9430400337434051, ""transport"": 1.349616224185132}",526,26.300000
900696,12,65.734273,14.836544,"{""agv_remaining_ops"": -0.12056062707389048, ""agv_transport"": 0.6886019069578377, ""agv_wait"": 0.1970457442816364, ""machine_alt_gap"": 0.3377417103565354, ""machine_delay"": 0.4948295372963177, ""machine_pressure"": 0.32097997234225367, ""machine_proc"": 0.0, ""machine_queue"": 0.44072955083059184, ""machine_remaining_ops"": -0.13520399543279904, ""machine_remaining_work"": -0.04679107897669036, ""machine_transport"": 0.14470725745876106}","{""bottleneck"": 1.1915727019368707, ""disturbance"": 0.6292634710589284, ""job_urgency"": 0.7884914183460495, ""safety"": 0.743808828274319, ""transport"": 1.0229967240971645}",527,26.350000
901310,12,65.737082,13.915428,"{""agv_remaining_ops"": -0.1435133462516788, ""agv_transport"": 1.2405041863453885, ""agv_wait"": 0.15956941126940744, ""machine_alt_gap"": 0.21497885082225848, ""machine_delay"": 0.3421743161543111, ""machine_pressure"": 0.578034418955061, ""machine_proc"": 0.0, ""machine_queue"": 0.5053285592525186, ""machine_remaining_ops"": -0.3156537209140702, ""machine_remaining_work"": -0.10017691995101621, ""machine_transport"": 0.16847477623966667}","{""bottleneck"": 0.7069334283880987, ""disturbance"": 1.0539259598570383, ""job_urgency"": 0.6952473469426066, ""safety"": 0.55555575926058, ""transport"": 1.1142709492885072}",528,26.400000
900818,12,65.737855,14.999679,"{""agv_remaining_ops"": -0.1813111675584735, ""agv_transport"": 1.390428279142334, ""agv_wait"": 0.16607575204373276, ""machine_alt_gap"": 0.43627807652516964, ""machine_delay"": 0.5123290437840475, ""machine_pressure"": 0.38113393644559235, ""machine_proc"": 0.0, ""machine_queue"": 0.5307216788220607, ""machine_remaining_ops"": -0.2550098213798841, ""machine_remaining_work"": -0.05089593497204264, ""machine_transport"": 0.13618975433651356}","{""bottleneck"": 1.1713171166763963, ""disturbance"": 1.0049763261435292, ""job_urgency"": 0.7538796939538567, ""safety"": 1.2308917945388855, ""transport"": 1.1985561205232012}",529,26.450000
900135,12,65.738486,15.733006,"{""agv_remaining_ops"": -0.11204422204125103, ""agv_transport"": 1.2099607881028436, ""agv_wait"": 0.33339896725738405, ""machine_alt_gap"": 0.4049419119496476, ""machine_delay"": 0.24478491088578547, ""machine_pressure"": 0.7357324833989923, ""machine_proc"": 0.0, ""machine_queue"": 0.7902280622507296, ""machine_remaining_ops"": -0.13587200250382406, ""machine_remaining_work"": -0.07665413045155076, ""machine_transport"": 0.14603425996710886}","{""bottleneck"": 1.2986602430277263, ""disturbance"": 1.3736490684415674, ""job_urgency"": 0.7769972131549678, ""safety"": 0.7899128247194634, ""transport"": 0.9317868801933248}",530,26.500000
900624,12,65.740003,14.697918,"{""agv_remaining_ops"": -0.12342798638446281, ""agv_transport"": 1.1254657816575264, ""agv_wait"": 0.3130801662312073, ""machine_alt_gap"": 0.29950438980466254, ""machine_delay"": 0.2060759869406542, ""machine_pressure"": 0.30277377905513825, ""machine_proc"": 0.0, ""machine_queue"": 0.5579206317171221, ""machine_remaining_ops"": -0.21705169835537616, ""machine_remaining_work"": -0.10671419637600923, ""machine_transport"": 0.13529907806844324}","{""bottleneck"": 0.7021891533615721, ""disturbance"": 0.5586174025380584, ""job_urgency"": 0.5210647873114569, ""safety"": 1.1963820505419345, ""transport"": 1.3510227053869248}",531,26.550000
901937,12,65.740488,14.862623,"{""agv_remaining_ops"": -0.10528237789295299, ""agv_transport"": 1.371508567891818, ""agv_wait"": 0.21664021505499215, ""machine_alt_gap"": 0.33976034099327435, ""machine_delay"": 0.3767790414920051, ""machine_pressure"": 0.3400337052640194, ""machine_proc"": 0.0, ""machine_queue"": 0.5664273539120205, ""machine_remaining_ops"": -0.2995777988604197, ""machine_remaining_work"": -0.06644855908406198, ""machine_transport"": 0.1691010880208726}","{""bottleneck"": 0.7369236284372987, ""disturbance"": 0.8969829674330247, ""job_urgency"": 1.2319566051858346, ""safety"": 0.7506834036232203, ""transport"": 0.6963420780326913}",532,26.600000
900481,12,65.741110,14.979186,"{""agv_remaining_ops"": -0.11682919222730462, ""agv_transport"": 1.1323613394013332, ""agv_wait"": 0.3050806953303312, ""machine_alt_gap"": 0.35124857507860785, ""machine_delay"": 0.24845742545482757, ""machine_pressure"": 0.46547055960132294, ""machine_proc"": 0.0, ""machine_queue"": 0.4196702827460754, ""machine_remaining_ops"": -0.2143578133494139, ""machine_remaining_work"": -0.07804993410737288, ""machine_transport"": 0.09558482320905765}","{""bottleneck"": 0.6026408110295245, ""disturbance"": 1.0895056414687105, ""job_urgency"": 0.915342300446735, ""safety"": 0.9106026523479144, ""transport"": 1.2720775061716278}",533,26.650000
901719,12,65.743085,14.266379,"{""agv_remaining_ops"": -0.211030478915232, ""agv_transport"": 0.6357541821740613, ""agv_wait"": 0.3530417207706519, ""machine_alt_gap"": 0.3323358777755998, ""machine_delay"": 0.31777929261611015, ""machine_pressure"": 0.7005137465512801, ""machine_proc"": 0.0, ""machine_queue"": 0.44800699803008964, ""machine_remaining_ops"": -0.21757517194372808, ""machine_remaining_work"": -0.07946689342774342, ""machine_transport"": 0.15590964646140051}","{""bottleneck"": 1.1843258024706071, ""disturbance"": 0.601522942489107, ""job_urgency"": 1.0341454147003035, ""safety"": 1.2241448744271608, ""transport"": 0.959721922926429}",534,26.700000
900797,12,65.759628,15.089791,"{""agv_remaining_ops"": -0.09005476888607712, ""agv_transport"": 0.576068601590828, ""agv_wait"": 0.19147475750708254, ""machine_alt_gap"": 0.3174291957907387, ""machine_delay"": 0.41196880621558324, ""machine_pressure"": 0.2582851076195966, ""machine_proc"": 0.0, ""machine_queue"": 0.3187958569936881, ""machine_remaining_ops"": -0.13385150221496298, ""machine_remaining_work"": -0.045829535405690944, ""machine_transport"": 0.15567930960068335}","{""bottleneck"": 0.7117401419795665, ""disturbance"": 1.1536116798270726, ""job_urgency"": 1.2534157961268972, ""safety"": 1.1587255895068422, ""transport"": 0.9766889112860945}",535,26.750000
901329,12,65.760606,13.328590,"{""agv_remaining_ops"": -0.1106939627864388, ""agv_transport"": 0.6413933144405938, ""agv_wait"": 0.3731182592899513, ""machine_alt_gap"": 0.19968051137406748, ""machine_delay"": 0.3364804153389769, ""machine_pressure"": 0.661065073380376, ""machine_proc"": 0.0, ""machine_queue"": 0.701934572717598, ""machine_remaining_ops"": -0.13752567653253236, ""machine_remaining_work"": -0.10663621516028499, ""machine_transport"": 0.12989574415035451}","{""bottleneck"": 0.6572210097441641, ""disturbance"": 1.431996290901532, ""job_urgency"": 1.3049487240770885, ""safety"": 0.8849809266048363, ""transport"": 1.053696823405567}",536,26.800000
900445,12,65.762314,15.503997,"{""agv_remaining_ops"": -0.2102014499850795, ""agv_transport"": 1.2043214529241273, ""agv_wait"": 0.3472675874480164, ""machine_alt_gap"": 0.36582818595498, ""machine_delay"": 0.3228998036362434, ""machine_pressure"": 0.3812912528220452, ""machine_proc"": 0.0, ""machine_queue"": 0.3731027014777446, ""machine_remaining_ops"": -0.29681319231141157, ""machine_remaining_work"": -0.11460905802776865, ""machine_transport"": 0.12264943806958013}","{""bottleneck"": 0.6404616935639394, ""disturbance"": 1.4431151879721202, ""job_urgency"": 1.0974629791813078, ""safety"": 0.6620541735630902, ""transport"": 1.2554010329608176}",537,26.850000
900203,12,65.763264,13.632743,"{""agv_remaining_ops"": -0.09666608061801713, ""agv_transport"": 0.7173785015250628, ""agv_wait"": 0.21940985383121758, ""machine_alt_gap"": 0.24716981828144866, ""machine_delay"": 0.2988863826947026, ""machine_pressure"": 0.39326131373581596, ""machine_proc"": 0.0, ""machine_queue"": 0.5876396820912322, ""machine_remaining_ops"": -0.23603732171678882, ""machine_remaining_work"": -0.11778809440779199, ""machine_transport"": 0.14148977166393936}","{""bottleneck"": 1.4414320950545356, ""disturbance"": 1.3841166152620725, ""job_urgency"": 0.5622056480298953, ""safety"": 0.9660644956073337, ""transport"": 0.5931913369611889}",538,26.900000
900783,12,65.764750,15.892551,"{""agv_remaining_ops"": -0.20622505487228948, ""agv_transport"": 0.9673796601513379, ""agv_wait"": 0.29337072085661875, ""machine_alt_gap"": 0.5065000524550506, ""machine_delay"": 0.23065578407780482, ""machine_pressure"": 0.3385090806359504, ""machine_proc"": 0.0, ""machine_queue"": 0.4542222725769673, ""machine_remaining_ops"": -0.24109127150197682, ""machine_remaining_work"": -0.05239232650082282, ""machine_transport"": 0.10279572951957087}","{""bottleneck"": 0.6590572824195928, ""disturbance"": 1.1324915408364584, ""job_urgency"": 1.2702631912011675, ""safety"": 0.5866305721836904, ""transport"": 1.3287144073060655}",539,26.950000
901729,12,65.765475,15.261678,"{""agv_remaining_ops"": -0.17903870967398022, ""agv_transport"": 0.5253180355255608, ""agv_wait"": 0.14556059050684458, ""machine_alt_gap"": 0.3676490283445305, ""machine_delay"": 0.37364286676067365, ""machine_pressure"": 0.5927866804612771, ""machine_proc"": 0.0, ""machine_queue"": 0.6011716779670826, ""machine_remaining_ops"": -0.14192064840389415, ""machine_remaining_work"": -0.05069340414124247, ""machine_transport"": 0.13973659480326603}","{""bottleneck"": 1.038410319042304, ""disturbance"": 1.0455718975083008, ""job_urgency"": 0.8304207206720736, ""safety"": 0.9987741350394307, ""transport"": 0.945168817043363}",540,27.000000
901837,12,65.766594,15.419948,"{""agv_remaining_ops"": -0.21427781973129487, ""agv_transport"": 0.7829825216692434, ""agv_wait"": 0.3318241119270884, ""machine_alt_gap"": 0.2873655332591896, ""machine_delay"": 0.1896348888311223, ""machine_pressure"": 0.6774650395052362, ""machine_proc"": 0.0, ""machine_queue"": 0.5517359510415277, ""machine_remaining_ops"": -0.20789891269630095, ""machine_remaining_work"": -0.041368072855867875, ""machine_transport"": 0.1079376551865541}","{""bottleneck"": 0.9308021817773799, ""disturbance"": 0.721760052951013, ""job_urgency"": 1.345636527953063, ""safety"": 1.177728276305616, ""transport"": 1.3867143095160261}",541,27.050000
900001,12,65.771251,15.424767,"{""agv_remaining_ops"": -0.176277420251759, ""agv_transport"": 0.9901067436632249, ""agv_wait"": 0.2835849708348882, ""machine_alt_gap"": 0.3786957122673635, ""machine_delay"": 0.401765812322023, ""machine_pressure"": 0.3203453773057306, ""machine_proc"": 0.0, ""machine_queue"": 0.33602337986703945, ""machine_remaining_ops"": -0.306908339574378, ""machine_remaining_work"": -0.09982044591554318, ""machine_transport"": 0.1713901142448246}","{""bottleneck"": 1.3258585702158934, ""disturbance"": 0.8293091154378074, ""job_urgency"": 0.5508420293294495, ""safety"": 0.7486028724476328, ""transport"": 1.3209501201537945}",542,27.100000
901436,12,65.771828,13.970979,"{""agv_remaining_ops"": -0.17094346335422897, ""agv_transport"": 1.2077777044064706, ""agv_wait"": 0.20645787040250582, ""machine_alt_gap"": 0.47396882567598664, ""machine_delay"": 0.3174414458381881, ""machine_pressure"": 0.3932736058210684, ""machine_proc"": 0.0, ""machine_queue"": 0.7725536649679678, ""machine_remaining_ops"": -0.20999943579506578, ""machine_remaining_work"": -0.07833800421204676, ""machine_transport"": 0.061998119738743376}","{""bottleneck"": 0.5715903694843331, ""disturbance"": 0.8129099013335523, ""job_urgency"": 1.3343733940805373, ""safety"": 0.5993411981645205, ""transport"": 0.8967058093327017}",543,27.150000
901878,12,65.776144,14.187752,"{""agv_remaining_ops"": -0.0794451725726604, ""agv_transport"": 1.0014791785435726, ""agv_wait"": 0.3707571108842898, ""machine_alt_gap"": 0.22745030068445118, ""machine_delay"": 0.2157039702998468, ""machine_pressure"": 0.29215816233260267, ""machine_proc"": 0.0, ""machine_queue"": 0.6009260962350318, ""machine_remaining_ops"": -0.1392212587128238, ""machine_remaining_work"": -0.0909769128908214, ""machine_transport"": 0.15280743940999814}","{""bottleneck"": 1.1111606374518366, ""disturbance"": 0.8734992687443931, ""job_urgency"": 0.840720201006829, ""safety"": 1.4177109542949207, ""transport"": 0.6056982539860433}",544,27.200000
901466,12,65.777830,12.272249,"{""agv_remaining_ops"": -0.2109061156550455, ""agv_transport"": 0.6014140829806764, ""agv_wait"": 0.27899683282337134, ""machine_alt_gap"": 0.19776409937709682, ""machine_delay"": 0.478631132292403, ""machine_pressure"": 0.6167821682871997, ""machine_proc"": 0.0, ""machine_queue"": 0.5978885506545779, ""machine_remaining_ops"": -0.15866444001175245, ""machine_remaining_work"": -0.04499705041811244, ""machine_transport"": 0.1146661729588998}","{""bottleneck"": 1.2195302087412387, ""disturbance"": 0.5740703520338892, ""job_urgency"": 0.6253091145986215, ""safety"": 0.8610214643672711, ""transport"": 1.114182046732477}",545,27.250000
900508,12,65.781266,15.272757,"{""agv_remaining_ops"": -0.13834165216650085, ""agv_transport"": 0.5328848125334937, ""agv_wait"": 0.2833682102518048, ""machine_alt_gap"": 0.43622046210693133, ""machine_delay"": 0.44564931288266413, ""machine_pressure"": 0.5976835920073271, ""machine_proc"": 0.0, ""machine_queue"": 0.7791792578890934, ""machine_remaining_ops"": -0.17857680235049678, ""machine_remaining_work"": -0.07921410781238518, ""machine_transport"": 0.15481076233917718}","{""bottleneck"": 1.1179352741151818, ""disturbance"": 1.1770431112230315, ""job_urgency"": 1.0281281994228717, ""safety"": 0.8362716355546954, ""transport"": 1.2672052124831679}",546,27.300000
900889,12,65.783089,14.052289,"{""agv_remaining_ops"": -0.2023225570210797, ""agv_transport"": 0.5279416717065417, ""agv_wait"": 0.22042541133486077, ""machine_alt_gap"": 0.33309694953804536, ""machine_delay"": 0.22927889228006323, ""machine_pressure"": 0.7360994055206003, ""machine_proc"": 0.0, ""machine_queue"": 0.44536262732972187, ""machine_remaining_ops"": -0.254701080516659, ""machine_remaining_work"": -0.09156428426408607, ""machine_transport"": 0.15706670589036487}","{""bottleneck"": 0.6338227025208428, ""disturbance"": 1.4102627646834462, ""job_urgency"": 1.4347640129447936, ""safety"": 0.5812113613134036, ""transport"": 1.2096206228475803}",547,27.350000
900768,12,65.784746,14.744279,"{""agv_remaining_ops"": -0.1310710020105421, ""agv_transport"": 1.132280391101215, ""agv_wait"": 0.20559025446418716, ""machine_alt_gap"": 0.3177315223717529, ""machine_delay"": 0.4737112554910327, ""machine_pressure"": 0.3757664712052662, ""machine_proc"": 0.0, ""machine_queue"": 0.6224471194768676, ""machine_remaining_ops"": -0.23132227796995664, ""machine_remaining_work"": -0.07230209913680444, ""machine_transport"": 0.07180773783046822}","{""bottleneck"": 0.7431292937260624, ""disturbance"": 0.6678801508268818, ""job_urgency"": 1.3401882690680236, ""safety"": 0.9023603175334517, ""transport"": 1.2978702355748037}",548,27.400000
901935,12,65.785617,14.673255,"{""agv_remaining_ops"": -0.20965401361247235, ""agv_transport"": 0.8038436927743096, ""agv_wait"": 0.15681575405697085, ""machine_alt_gap"": 0.3512787716641239, ""machine_delay"": 0.3171323798482587, ""machine_pressure"": 0.6338315291493798, ""machine_proc"": 0.0, ""machine_queue"": 0.2855991617298693, ""machine_remaining_ops"": -0.14555875330797252, ""machine_remaining_work"": -0.07248647546585206, ""machine_transport"": 0.17500828813334837}","{""bottleneck"": 1.1339484376312492, ""disturbance"": 1.2887006356963784, ""job_urgency"": 0.617805506709872, ""safety"": 1.01464297996089, ""transport"": 1.048255369254148}",549,27.450000
900031,12,65.789368,13.822154,"{""agv_remaining_ops"": -0.10013873993311317, ""agv_transport"": 0.5159777458673315, ""agv_wait"": 0.30537178439227597, ""machine_alt_gap"": 0.4195846211165525, ""machine_delay"": 0.2673556902764864, ""machine_pressure"": 0.39298383352777483, ""machine_proc"": 0.0, ""machine_queue"": 0.6026755066078285, ""machine_remaining_ops"": -0.1248582208745453, ""machine_remaining_work"": -0.08742833342680374, ""machine_transport"": 0.17420717321711554}","{""bottleneck"": 0.7606958138233327, ""disturbance"": 0.8292735178974231, ""job_urgency"": 1.2930476551369363, ""safety"": 0.530238238813481, ""transport"": 0.5490709376153637}",550,27.500000
901562,12,65.795690,15.333564,"{""agv_remaining_ops"": -0.12293247358078431, ""agv_transport"": 0.935319976932809, ""agv_wait"": 0.12611790931336161, ""machine_alt_gap"": 0.3779427885307052, ""machine_delay"": 0.407090105100395, ""machine_pressure"": 0.7149686188748019, ""machine_proc"": 0.0, ""machine_queue"": 0.6991447563209597, ""machine_remaining_ops"": -0.3219360730072822, ""machine_remaining_work"": -0.10190063259930413, ""machine_transport"": 0.15296014501568894}","{""bottleneck"": 0.8813569100238685, ""disturbance"": 1.340474847526397, ""job_urgency"": 1.084189161697355, ""safety"": 0.9875132137405784, ""transport"": 1.0989129252163066}",551,27.550000
901070,12,65.797197,14.998260,"{""agv_remaining_ops"": -0.11825016387743355, ""agv_transport"": 1.0907825593116152, ""agv_wait"": 0.2312231670758038, ""machine_alt_gap"": 0.49388373577240796, ""machine_delay"": 0.402501417338219, ""machine_pressure"": 0.46809919878853506, ""machine_proc"": 0.0, ""machine_queue"": 0.7445798941086366, ""machine_remaining_ops"": -0.16973355422793215, ""machine_remaining_work"": -0.07922282287132078, ""machine_transport"": 0.16628105283826528}","{""bottleneck"": 0.8579087871969245, ""disturbance"": 0.8278189989593008, ""job_urgency"": 0.51787794635328, ""safety"": 0.5043486489203095, ""transport"": 1.4220412152852009}",552,27.600000
901385,12,65.798277,14.783444,"{""agv_remaining_ops"": -0.1148316063708939, ""agv_transport"": 1.2805904949877593, ""agv_wait"": 0.13668772154404663, ""machine_alt_gap"": 0.2736109910543491, ""machine_delay"": 0.3715261962441266, ""machine_pressure"": 0.7057347736017789, ""machine_proc"": 0.0, ""machine_queue"": 0.4340016672894334, ""machine_remaining_ops"": -0.24356927172136691, ""machine_remaining_work"": -0.05266571831995093, ""machine_transport"": 0.09514466976565036}","{""bottleneck"": 1.1821402144203288, ""disturbance"": 0.9380375503427264, ""job_urgency"": 1.4907513059310544, ""safety"": 1.1741292344211278, ""transport"": 1.3051574396820356}",553,27.650000
901527,12,65.802532,14.752442,"{""agv_remaining_ops"": -0.07714068271988707, ""agv_transport"": 1.4879951525756878, ""agv_wait"": 0.3489523736563195, ""machine_alt_gap"": 0.24101460772275188, ""machine_delay"": 0.47953008175708645, ""machine_pressure"": 0.6602454740292926, ""machine_proc"": 0.0, ""machine_queue"": 0.6616772859729552, ""machine_remaining_ops"": -0.2872959933527284, ""machine_remaining_work"": -0.07772514019431498, ""machine_transport"": 0.17893417790922403}","{""bottleneck"": 0.5068038128863954, ""disturbance"": 0.5052126756636994, ""job_urgency"": 1.3281663533620867, ""safety"": 0.642831181504062, ""transport"": 1.1463345998723353}",554,27.700000
900248,12,65.803916,13.302218,"{""agv_remaining_ops"": -0.10637491613279787, ""agv_transport"": 1.2536133652634658, ""agv_wait"": 0.2483503466002461, ""machine_alt_gap"": 0.19223225820676743, ""machine_delay"": 0.399647334365016, ""machine_pressure"": 0.3946965513136912, ""machine_proc"": 0.0, ""machine_queue"": 0.5692064110404592, ""machine_remaining_ops"": -0.28641144338141705, ""machine_remaining_work"": -0.049179038112476536, ""machine_transport"": 0.17931051856599275}","{""bottleneck"": 0.744305696182252, ""disturbance"": 0.5683237054467822, ""job_urgency"": 1.1046672162543674, ""safety"": 1.4296691887061865, ""transport"": 1.3098175670515269}",555,27.750000
