weight_seed,n_rows,mean_objective,std_objective,coeff_json,component_json,rank,percentile
901227,12,62.812809,11.329521,"{""agv_remaining_ops"": -0.09659527868392827, ""agv_transport"": 0.9759301949367033, ""agv_wait"": 0.3342923852919811, ""machine_alt_gap"": 0.1918967878878333, ""machine_delay"": 0.29842977801911913, ""machine_pressure"": 0.512898984713562, ""machine_proc"": 0.0, ""machine_queue"": 0.5236032984045588, ""machine_remaining_ops"": -0.2575830866360669, ""machine_remaining_work"": -0.11824247902898431, ""machine_transport"": 0.17554373971880047}","{""bottleneck"": 1.3138428987485815, ""disturbance"": 0.5161003555211564, ""job_urgency"": 1.2513453867215074, ""safety"": 1.0446927038793556, ""transport"": 0.8150790239338124}",1,0.050000
900408,12,62.907640,12.266091,"{""agv_remaining_ops"": -0.14622709623669328, ""agv_transport"": 0.9530623084437201, ""agv_wait"": 0.3112180611312524, ""machine_alt_gap"": 0.2334144052324806, ""machine_delay"": 0.3007564409859658, ""machine_pressure"": 0.25202279229228003, ""machine_proc"": 0.0, ""machine_queue"": 0.5217745666544279, ""machine_remaining_ops"": -0.20365562813328786, ""machine_remaining_work"": -0.11385307073889346, ""machine_transport"": 0.17765664091878863}","{""bottleneck"": 1.436915763239818, ""disturbance"": 0.8114210730169393, ""job_urgency"": 1.281057695142452, ""safety"": 1.414887205585912, ""transport"": 1.3024896885647543}",2,0.100000
901793,12,62.952261,13.551568,"{""agv_remaining_ops"": -0.13229698078955568, ""agv_transport"": 0.7132272017855519, ""agv_wait"": 0.23619807840379695, ""machine_alt_gap"": 0.2169627503709808, ""machine_delay"": 0.18110125576796526, ""machine_pressure"": 0.6421530466596919, ""machine_proc"": 0.0, ""machine_queue"": 0.4135282909596388, ""machine_remaining_ops"": -0.13690907859832172, ""machine_remaining_work"": -0.1049105495580151, ""machine_transport"": 0.1766822866989442}","{""bottleneck"": 0.7026703312484855, ""disturbance"": 0.7819059051653201, ""job_urgency"": 1.0192963677730416, ""safety"": 0.5518741575720745, ""transport"": 0.8495409986338929}",3,0.150000
900269,12,62.957871,12.825491,"{""agv_remaining_ops"": -0.15036263680019554, ""agv_transport"": 0.8657244736357379, ""agv_wait"": 0.29538301222727303, ""machine_alt_gap"": 0.21186987891621917, ""machine_delay"": 0.18584165396997054, ""machine_pressure"": 0.44916496320574845, ""machine_proc"": 0.0, ""machine_queue"": 0.6474472206725755, ""machine_remaining_ops"": -0.3247255852490442, ""machine_remaining_work"": -0.10629414049970105, ""machine_transport"": 0.1388768579856842}","{""bottleneck"": 1.0846589688885007, ""disturbance"": 0.8321456609344797, ""job_urgency"": 1.322302087540159, ""safety"": 1.4411670076079148, ""transport"": 1.4334815858277912}",4,0.200000
901605,12,62.968342,12.125420,"{""agv_remaining_ops"": -0.167444814279411, ""agv_transport"": 0.6652396365477099, ""agv_wait"": 0.1529254460225729, ""machine_alt_gap"": 0.1864403423293227, ""machine_delay"": 0.4077870117687129, ""machine_pressure"": 0.5470446145446893, ""machine_proc"": 0.0, ""machine_queue"": 0.6579540896346805, ""machine_remaining_ops"": -0.14052505625818362, ""machine_remaining_work"": -0.09882568891161891, ""machine_transport"": 0.10381832664749029}","{""bottleneck"": 1.453845779434599, ""disturbance"": 1.1547388465680184, ""job_urgency"": 0.8771201136345306, ""safety"": 1.0076028249274664, ""transport"": 1.3889592424559205}",5,0.250000
900117,12,63.037265,12.308362,"{""agv_remaining_ops"": -0.20258575301230727, ""agv_transport"": 0.5719157268843813, ""agv_wait"": 0.3496704990391527, ""machine_alt_gap"": 0.3144495475225983, ""machine_delay"": 0.4213359646321095, ""machine_pressure"": 0.7005572692114052, ""machine_proc"": 0.0, ""machine_queue"": 0.8109609951963394, ""machine_remaining_ops"": -0.14631946826785755, ""machine_remaining_work"": -0.10953941234123703, ""machine_transport"": 0.1715870756425913}","{""bottleneck"": 1.4864400951180554, ""disturbance"": 0.6264674138438817, ""job_urgency"": 1.0641218622109068, ""safety"": 0.513338825959318, ""transport"": 1.48996370107812}",6,0.300000
900984,12,63.044034,11.688562,"{""agv_remaining_ops"": -0.18975745064929442, ""agv_transport"": 0.7085311771511305, ""agv_wait"": 0.20183931594727733, ""machine_alt_gap"": 0.1848573352587717, ""machine_delay"": 0.29820534359166506, ""machine_pressure"": 0.3335357515375547, ""machine_proc"": 0.0, ""machine_queue"": 0.495131928415359, ""machine_remaining_ops"": -0.13639998851306676, ""machine_remaining_work"": -0.11227730062971869, ""machine_transport"": 0.15981988362046007}","{""bottleneck"": 0.9755691676930889, ""disturbance"": 0.9244848950797503, ""job_urgency"": 1.0804033542518008, ""safety"": 1.1100636356620959, ""transport"": 1.1893100326046881}",7,0.350000
901810,12,63.051013,11.611306,"{""agv_remaining_ops"": -0.15835332894501772, ""agv_transport"": 1.3942477297825282, ""agv_wait"": 0.3599594030687947, ""machine_alt_gap"": 0.2683534138632597, ""machine_delay"": 0.23240103181061156, ""machine_pressure"": 0.5567244641617545, ""machine_proc"": 0.0, ""machine_queue"": 0.34264961236722324, ""machine_remaining_ops"": -0.1320217454797926, ""machine_remaining_work"": -0.05058032569739331, ""machine_transport"": 0.14158624734204564}","{""bottleneck"": 1.4529808939766635, ""disturbance"": 1.258740098517507, ""job_urgency"": 1.3065796701461898, ""safety"": 1.3960739837780662, ""transport"": 1.178781460247734}",8,0.400000
900547,12,63.080180,12.296764,"{""agv_remaining_ops"": -0.20696445513905212, ""agv_transport"": 1.0806668398737607, ""agv_wait"": 0.22856458062872473, ""machine_alt_gap"": 0.30234052068876766, ""machine_delay"": 0.17715485080274934, ""machine_pressure"": 0.38156503666495706, ""machine_proc"": 0.0, ""machine_queue"": 0.29548881743830485, ""machine_remaining_ops"": -0.11568053994014213, ""machine_remaining_work"": -0.09497777396057633, ""machine_transport"": 0.1716927327197051}","{""bottleneck"": 1.126137839470708, ""disturbance"": 1.342612400638643, ""job_urgency"": 1.0697687376867806, ""safety"": 1.308445177704258, ""transport"": 1.4601208940430674}",9,0.450000
900824,12,63.106858,12.535093,"{""agv_remaining_ops"": -0.13603899699721908, ""agv_transport"": 0.691506761868681, ""agv_wait"": 0.3128664400454591, ""machine_alt_gap"": 0.22128350495180915, ""machine_delay"": 0.2921699339293265, ""machine_pressure"": 0.6609112441286336, ""machine_proc"": 0.0, ""machine_queue"": 0.3525994124053594, ""machine_remaining_ops"": -0.13236151254033635, ""machine_remaining_work"": -0.054190525728345616, ""machine_transport"": 0.1559658338090453}","{""bottleneck"": 1.278949521402536, ""disturbance"": 1.1496928223129308, ""job_urgency"": 0.6963162795348213, ""safety"": 0.8909413325215041, ""transport"": 1.1060484670040123}",10,0.500000
901556,12,63.125681,12.094299,"{""agv_remaining_ops"": -0.19368156987420596, ""agv_transport"": 0.8794506341889258, ""agv_wait"": 0.2522880133542207, ""machine_alt_gap"": 0.3091545073518717, ""machine_delay"": 0.2327127511287231, ""machine_pressure"": 0.41654980777560074, ""machine_proc"": 0.0, ""machine_queue"": 0.5565375526708918, ""machine_remaining_ops"": -0.26663324430432184, ""machine_remaining_work"": -0.09117392594429344, ""machine_transport"": 0.1788110883741257}","{""bottleneck"": 1.3655483312785637, ""disturbance"": 0.565117679772908, ""job_urgency"": 1.324715640460653, ""safety"": 1.262869497804397, ""transport"": 1.3433512361910713}",11,0.550000
901804,12,63.171105,12.453881,"{""agv_remaining_ops"": -0.20439932986584372, ""agv_transport"": 0.9484691936606044, ""agv_wait"": 0.24969454769387425, ""machine_alt_gap"": 0.2731559196689555, ""machine_delay"": 0.39487543658302104, ""machine_pressure"": 0.745356305578994, ""machine_proc"": 0.0, ""machine_queue"": 0.65068719984822, ""machine_remaining_ops"": -0.275122239313169, ""machine_remaining_work"": -0.05249018456990045, ""machine_transport"": 0.15083214936568198}","{""bottleneck"": 1.3096038248655142, ""disturbance"": 0.81698947707971, ""job_urgency"": 1.4115971179544335, ""safety"": 1.1331716227508837, ""transport"": 1.256910349994661}",12,0.600000
901235,12,63.208782,12.753622,"{""agv_remaining_ops"": -0.2076945600706288, ""agv_transport"": 0.5511950077478105, ""agv_wait"": 0.26781848050830537, ""machine_alt_gap"": 0.24265935026329807, ""machine_delay"": 0.17525124991095814, ""machine_pressure"": 0.44123898788895216, ""machine_proc"": 0.0, ""machine_queue"": 0.7626491506896643, ""machine_remaining_ops"": -0.29062924824235026, ""machine_remaining_work"": -0.08539759410539763, ""machine_transport"": 0.1760334174975238}","{""bottleneck"": 1.3149764891487319, ""disturbance"": 0.6561030121296425, ""job_urgency"": 0.5450950340432634, ""safety"": 1.3969618168819349, ""transport"": 0.9359953594666537}",13,0.650000
901909,12,63.267628,12.837064,"{""agv_remaining_ops"": -0.10313179023958215, ""agv_transport"": 0.5584102342729124, ""agv_wait"": 0.22568999703990367, ""machine_alt_gap"": 0.3400656076271126, ""machine_delay"": 0.3563085099565604, ""machine_pressure"": 0.6622984335712763, ""machine_proc"": 0.0, ""machine_queue"": 0.3678017673905335, ""machine_remaining_ops"": -0.19048641537884717, ""machine_remaining_work"": -0.10333092339045134, ""machine_transport"": 0.17886750509278962}","{""bottleneck"": 1.405812472776886, ""disturbance"": 1.2687128659459108, ""job_urgency"": 0.648654952133157, ""safety"": 0.8922715448265885, ""transport"": 1.009795459525068}",14,0.700000
901114,12,63.290288,11.947520,"{""agv_remaining_ops"": -0.17156782187666425, ""agv_transport"": 0.7946866455528995, ""agv_wait"": 0.3178637859862765, ""machine_alt_gap"": 0.3440022430565344, ""machine_delay"": 0.2059991042102592, ""machine_pressure"": 0.6625785574182226, ""machine_proc"": 0.0, ""machine_queue"": 0.4268962392569331, ""machine_remaining_ops"": -0.12385859225593611, ""machine_remaining_work"": -0.10761228406187322, ""machine_transport"": 0.1783948967344435}","{""bottleneck"": 0.6249015369294729, ""disturbance"": 1.409364704104414, ""job_urgency"": 1.3021019918461372, ""safety"": 1.1304988518527137, ""transport"": 1.4401735339397834}",15,0.750000
900560,12,63.290726,12.630756,"{""agv_remaining_ops"": -0.1450341865953487, ""agv_transport"": 0.6348565050860226, ""agv_wait"": 0.3021052552278868, ""machine_alt_gap"": 0.24096677292722016, ""machine_delay"": 0.24223798340403882, ""machine_pressure"": 0.35678898635090106, ""machine_proc"": 0.0, ""machine_queue"": 0.7727228688533718, ""machine_remaining_ops"": -0.3032044634493661, ""machine_remaining_work"": -0.08813737653012989, ""machine_transport"": 0.16488175549184225}","{""bottleneck"": 1.4547207768459955, ""disturbance"": 0.6218455726751394, ""job_urgency"": 1.419184814145177, ""safety"": 0.5659149407056256, ""transport"": 0.9355068431775082}",16,0.800000
900179,12,63.302071,12.452665,"{""agv_remaining_ops"": -0.2031159513860547, ""agv_transport"": 0.5099468797405742, ""agv_wait"": 0.3175364871523074, ""machine_alt_gap"": 0.20494539913514204, ""machine_delay"": 0.3808815972323597, ""machine_pressure"": 0.5979373616968011, ""machine_proc"": 0.0, ""machine_queue"": 0.5842746042039261, ""machine_remaining_ops"": -0.31629923951141975, ""machine_remaining_work"": -0.09753837399766503, ""machine_transport"": 0.1798701630920749}","{""bottleneck"": 1.2200520921980993, ""disturbance"": 0.7733680074028509, ""job_urgency"": 1.2870097910659393, ""safety"": 0.7809233321298641, ""transport"": 1.1545319915118082}",17,0.850000
901379,12,63.359603,12.119230,"{""agv_remaining_ops"": -0.18799154778727428, ""agv_transport"": 1.0446796809298213, ""agv_wait"": 0.3228077089213077, ""machine_alt_gap"": 0.293148257488695, ""machine_delay"": 0.20647404200711056, ""machine_pressure"": 0.28314772122725085, ""machine_proc"": 0.0, ""machine_queue"": 0.6004693681733683, ""machine_remaining_ops"": -0.31733205952745946, ""machine_remaining_work"": -0.04122050422694999, ""machine_transport"": 0.15788943934103264}","{""bottleneck"": 0.5708420551074909, ""disturbance"": 0.7495306340832169, ""job_urgency"": 1.08978596093378, ""safety"": 0.6205286204699567, ""transport"": 1.2914522965254236}",18,0.900000
900815,12,63.381877,12.366481,"{""agv_remaining_ops"": -0.1389613781093857, ""agv_transport"": 1.1182593487541768, ""agv_wait"": 0.33599435553577317, ""machine_alt_gap"": 0.18154216579749807, ""machine_delay"": 0.2701137257457758, ""machine_pressure"": 0.4680361154311018, ""machine_proc"": 0.0, ""machine_queue"": 0.4171543718115979, ""machine_remaining_ops"": -0.3253149987063549, ""machine_remaining_work"": -0.11391022589756887, ""machine_transport"": 0.1498711820573867}","{""bottleneck"": 1.2996194927981266, ""disturbance"": 1.3715013255757442, ""job_urgency"": 1.089486894960852, ""safety"": 1.3114074501494133, ""transport"": 1.1725368368984537}",19,0.950000
901337,12,63.386842,13.164196,"{""agv_remaining_ops"": -0.11480657843872336, ""agv_transport"": 1.0654433155370073, ""agv_wait"": 0.32495538266187857, ""machine_alt_gap"": 0.2116390598929177, ""machine_delay"": 0.20345555837359186, ""machine_pressure"": 0.6821680907622605, ""machine_proc"": 0.0, ""machine_queue"": 0.6131507000603496, ""machine_remaining_ops"": -0.15553402540458683, ""machine_remaining_work"": -0.0424468623746997, ""machine_transport"": 0.10994654299313053}","{""bottleneck"": 1.040916669376104, ""disturbance"": 1.4457802569340794, ""job_urgency"": 1.3493620723964603, ""safety"": 0.744236373187245, ""transport"": 1.3220823822650631}",20,1.000000
901396,12,63.405627,11.111465,"{""agv_remaining_ops"": -0.1714510494149045, ""agv_transport"": 1.1413961804277803, ""agv_wait"": 0.3130736719846505, ""machine_alt_gap"": 0.17701409851691838, ""machine_delay"": 0.4194361367676316, ""machine_pressure"": 0.6049020173589471, ""machine_proc"": 0.0, ""machine_queue"": 0.37606500676741345, ""machine_remaining_ops"": -0.29958472840856454, ""machine_remaining_work"": -0.0703156760528775, ""machine_transport"": 0.12408899311672755}","{""bottleneck"": 1.0446941298381969, ""disturbance"": 1.1988318858403284, ""job_urgency"": 1.0769973736081875, ""safety"": 0.6653082099384687, ""transport"": 1.4689097290304651}",21,1.050000
901670,12,63.405711,13.091315,"{""agv_remaining_ops"": -0.10093208679641179, ""agv_transport"": 1.4990371174148263, ""agv_wait"": 0.2848469400424547, ""machine_alt_gap"": 0.20570455662063458, ""machine_delay"": 0.29191658343669996, ""machine_pressure"": 0.532917305912427, ""machine_proc"": 0.0, ""machine_queue"": 0.7911157089033088, ""machine_remaining_ops"": -0.26609122546144587, ""machine_remaining_work"": -0.0716142343509276, ""machine_transport"": 0.1616367807411338}","{""bottleneck"": 1.3253083256348264, ""disturbance"": 1.0139071879310606, ""job_urgency"": 1.447282982357791, ""safety"": 0.5217845374966351, ""transport"": 0.9454604432650492}",22,1.100000
901993,12,63.408853,12.624156,"{""agv_remaining_ops"": -0.11968572651895489, ""agv_transport"": 0.507945163815634, ""agv_wait"": 0.16973118687972655, ""machine_alt_gap"": 0.22520772282882956, ""machine_delay"": 0.19426317301227894, ""machine_pressure"": 0.3058264968967105, ""machine_proc"": 0.0, ""machine_queue"": 0.6712949469923115, ""machine_remaining_ops"": -0.2679777277939183, ""machine_remaining_work"": -0.07578907050200619, ""machine_transport"": 0.17590143411588932}","{""bottleneck"": 1.281968246261942, ""disturbance"": 0.7387233145477917, ""job_urgency"": 0.789095440423822, ""safety"": 0.8306871459189072, ""transport"": 1.0827569829661763}",23,1.150000
901504,12,63.421994,11.905511,"{""agv_remaining_ops"": -0.19829272600967845, ""agv_transport"": 0.7450430757155195, ""agv_wait"": 0.3684926483713625, ""machine_alt_gap"": 0.17542033250573177, ""machine_delay"": 0.3425465760180895, ""machine_pressure"": 0.592320774723138, ""machine_proc"": 0.0, ""machine_queue"": 0.7816575402969634, ""machine_remaining_ops"": -0.26119623954615523, ""machine_remaining_work"": -0.05479433715481849, ""machine_transport"": 0.17409548475582387}","{""bottleneck"": 1.0818454531955384, ""disturbance"": 0.7205843795658056, ""job_urgency"": 1.0974023848054157, ""safety"": 1.204573037220331, ""transport"": 1.0495662012562994}",24,1.200000
901121,12,63.451921,13.408753,"{""agv_remaining_ops"": -0.1262837265793514, ""agv_transport"": 0.5743438737796913, ""agv_wait"": 0.32910670733077857, ""machine_alt_gap"": 0.3670571186526681, ""machine_delay"": 0.20227473936236576, ""machine_pressure"": 0.42501819107220934, ""machine_proc"": 0.0, ""machine_queue"": 0.691640681457853, ""machine_remaining_ops"": -0.30684240211263236, ""machine_remaining_work"": -0.04267245640925179, ""machine_transport"": 0.15367576248492382}","{""bottleneck"": 0.721236638560776, ""disturbance"": 0.6091396526837202, ""job_urgency"": 1.3432810984291466, ""safety"": 0.6349028892311476, ""transport"": 1.3110845850681319}",25,1.250000
901700,12,63.518563,12.573124,"{""agv_remaining_ops"": -0.2067186376714289, ""agv_transport"": 0.8621476356302465, ""agv_wait"": 0.1707968339794723, ""machine_alt_gap"": 0.28214919566293123, ""machine_delay"": 0.19994517969906883, ""machine_pressure"": 0.4976507404567251, ""machine_proc"": 0.0, ""machine_queue"": 0.45173903714351876, ""machine_remaining_ops"": -0.24243326988106537, ""machine_remaining_work"": -0.11504641325615776, ""machine_transport"": 0.1388044788648307}","{""bottleneck"": 1.3102351664346832, ""disturbance"": 0.9724438528374506, ""job_urgency"": 1.284964749587974, ""safety"": 0.943789730645852, ""transport"": 1.4641175538439137}",26,1.300000
901150,12,63.539934,12.320455,"{""agv_remaining_ops"": -0.10148941700773591, ""agv_transport"": 0.5221124220131947, ""agv_wait"": 0.3265487621958246, ""machine_alt_gap"": 0.22635037365661068, ""machine_delay"": 0.2901565321966958, ""machine_pressure"": 0.5488249909843602, ""machine_proc"": 0.0, ""machine_queue"": 0.3224056152535483, ""machine_remaining_ops"": -0.13352561520269743, ""machine_remaining_work"": -0.05157214939864826, ""machine_transport"": 0.11181645384534457}","{""bottleneck"": 1.3225385776992713, ""disturbance"": 0.772607427470598, ""job_urgency"": 1.224379190959021, ""safety"": 1.4505382938927618, ""transport"": 1.3356675265928777}",27,1.350000
900050,12,63.544160,12.936947,"{""agv_remaining_ops"": -0.12590613586929095, ""agv_transport"": 1.2296962542318648, ""agv_wait"": 0.2095006646831372, ""machine_alt_gap"": 0.20612547613617752, ""machine_delay"": 0.18512296159888045, ""machine_pressure"": 0.28287326637634364, ""machine_proc"": 0.0, ""machine_queue"": 0.47721037979163106, ""machine_remaining_ops"": -0.16631903484755725, ""machine_remaining_work"": -0.05249921075915925, ""machine_transport"": 0.16496631358389893}","{""bottleneck"": 1.0214017797750166, ""disturbance"": 0.6994463716037356, ""job_urgency"": 0.7708540391563079, ""safety"": 1.4488841888971042, ""transport"": 1.4625928532563992}",28,1.400000
901000,12,63.549610,13.184032,"{""agv_remaining_ops"": -0.20701620533212992, ""agv_transport"": 0.51543952022362, ""agv_wait"": 0.21334218070499983, ""machine_alt_gap"": 0.19294706282619503, ""machine_delay"": 0.2904333447473906, ""machine_pressure"": 0.687822329657099, ""machine_proc"": 0.0, ""machine_queue"": 0.5029857345583437, ""machine_remaining_ops"": -0.16653074565058357, ""machine_remaining_work"": -0.04866774074496994, ""machine_transport"": 0.1581794788229984}","{""bottleneck"": 1.405869159833308, ""disturbance"": 1.2071750515841533, ""job_urgency"": 1.3911420855423895, ""safety"": 0.5886039724837999, ""transport"": 0.6480332416818864}",29,1.450000
900885,12,63.573359,12.612011,"{""agv_remaining_ops"": -0.13848666045846594, ""agv_transport"": 1.350010361689832, ""agv_wait"": 0.19380715276931254, ""machine_alt_gap"": 0.22682432466641939, ""machine_delay"": 0.29569723361366973, ""machine_pressure"": 0.626043115117834, ""machine_proc"": 0.0, ""machine_queue"": 0.5415240796836327, ""machine_remaining_ops"": -0.2323577949450223, ""machine_remaining_work"": -0.08288486626474832, ""machine_transport"": 0.12274973163682255}","{""bottleneck"": 1.4541987283393734, ""disturbance"": 0.5755109583216169, ""job_urgency"": 0.8501626146557795, ""safety"": 0.6837447964547663, ""transport"": 1.1102369982357874}",30,1.500000
900051,12,63.576385,12.285544,"{""agv_remaining_ops"": -0.09123408056586645, ""agv_transport"": 0.7026690068198704, ""agv_wait"": 0.28459162574324676, ""machine_alt_gap"": 0.20859437866162084, ""machine_delay"": 0.2202140348470727, ""machine_pressure"": 0.6648834206610857, ""machine_proc"": 0.0, ""machine_queue"": 0.34557052576539926, ""machine_remaining_ops"": -0.1800979576271585, ""machine_remaining_work"": -0.06671712833203089, ""machine_transport"": 0.1452625480083659}","{""bottleneck"": 1.2689137094751737, ""disturbance"": 0.7093401316290678, ""job_urgency"": 0.7807622632306332, ""safety"": 1.1163129046515465, ""transport"": 1.271422159520983}",31,1.550000
900242,12,63.670786,14.269302,"{""agv_remaining_ops"": -0.07733239796658598, ""agv_transport"": 1.0352197362733961, ""agv_wait"": 0.29821813543382736, ""machine_alt_gap"": 0.18554088506429414, ""machine_delay"": 0.28874324798596557, ""machine_pressure"": 0.6729755162734855, ""machine_proc"": 0.0, ""machine_queue"": 0.7965583904923127, ""machine_remaining_ops"": -0.1538911655316472, ""machine_remaining_work"": -0.07553943350942631, ""machine_transport"": 0.107742324102088}","{""bottleneck"": 0.6908561550517681, ""disturbance"": 0.9127549109429893, ""job_urgency"": 1.1821043670708393, ""safety"": 0.7334609355161947, ""transport"": 1.4309042678928643}",32,1.600000
901233,12,63.679060,11.522111,"{""agv_remaining_ops"": -0.20896969768171902, ""agv_transport"": 1.0007752229401885, ""agv_wait"": 0.2144779905775393, ""machine_alt_gap"": 0.20154388116090566, ""machine_delay"": 0.49260371388632335, ""machine_pressure"": 0.33319040935545563, ""machine_proc"": 0.0, ""machine_queue"": 0.7619887704924242, ""machine_remaining_ops"": -0.15630827015139062, ""machine_remaining_work"": -0.0433990173090617, ""machine_transport"": 0.17439284539364594}","{""bottleneck"": 1.1372790170379612, ""disturbance"": 0.6854969041794725, ""job_urgency"": 1.0602262769124273, ""safety"": 1.1172453916913372, ""transport"": 1.3642987351186995}",33,1.650000
901333,12,63.680594,12.136092,"{""agv_remaining_ops"": -0.19081206004520118, ""agv_transport"": 1.4818243350928135, ""agv_wait"": 0.32521403212101974, ""machine_alt_gap"": 0.23334659169521912, ""machine_delay"": 0.33855711803111643, ""machine_pressure"": 0.6334933136673975, ""machine_proc"": 0.0, ""machine_queue"": 0.31081656100640803, ""machine_remaining_ops"": -0.16690969510908057, ""machine_remaining_work"": -0.062218482881056636, ""machine_transport"": 0.15108960513648942}","{""bottleneck"": 1.3641524663083002, ""disturbance"": 0.7667640665888491, ""job_urgency"": 1.4361002907639073, ""safety"": 0.9466188747373352, ""transport"": 0.9733883231786836}",34,1.700000
900665,12,63.680719,13.196445,"{""agv_remaining_ops"": -0.13858147187443104, ""agv_transport"": 0.9001503621355263, ""agv_wait"": 0.27607799915352105, ""machine_alt_gap"": 0.19325201597316388, ""machine_delay"": 0.22920750699069753, ""machine_pressure"": 0.45007229974971313, ""machine_proc"": 0.0, ""machine_queue"": 0.2827560243395009, ""machine_remaining_ops"": -0.15629721498360596, ""machine_remaining_work"": -0.08357453585091028, ""machine_transport"": 0.16136505236546134}","{""bottleneck"": 1.4902993781854623, ""disturbance"": 1.4754806716435982, ""job_urgency"": 0.9228469188951485, ""safety"": 0.5428929032088571, ""transport"": 0.6308340592112124}",35,1.750000
900903,12,63.688198,12.495262,"{""agv_remaining_ops"": -0.11266637428320493, ""agv_transport"": 1.0501703711758565, ""agv_wait"": 0.16149661217958755, ""machine_alt_gap"": 0.3180618510570859, ""machine_delay"": 0.4032459216321722, ""machine_pressure"": 0.6806526589952707, ""machine_proc"": 0.0, ""machine_queue"": 0.6094899041997178, ""machine_remaining_ops"": -0.1821625389142923, ""machine_remaining_work"": -0.08410915908733035, ""machine_transport"": 0.17209222598971738}","{""bottleneck"": 1.4880105536841661, ""disturbance"": 0.6723237154689906, ""job_urgency"": 0.9878880794641566, ""safety"": 1.3245836282985515, ""transport"": 1.0360716895834257}",36,1.800000
901127,12,63.689272,12.556198,"{""agv_remaining_ops"": -0.1825656790011508, ""agv_transport"": 1.1883570563759787, ""agv_wait"": 0.34122156459183606, ""machine_alt_gap"": 0.18613400304166178, ""machine_delay"": 0.39964866746928873, ""machine_pressure"": 0.3572226780372809, ""machine_proc"": 0.0, ""machine_queue"": 0.4042277888343748, ""machine_remaining_ops"": -0.16641956219075832, ""machine_remaining_work"": -0.04277339441044402, ""machine_transport"": 0.1724332545851494}","{""bottleneck"": 1.4860581629252887, ""disturbance"": 0.5891169525042563, ""job_urgency"": 0.7920204388686661, ""safety"": 0.7190056493623622, ""transport"": 1.4005074621357276}",37,1.850000
900347,12,63.709929,12.765077,"{""agv_remaining_ops"": -0.1432002917034784, ""agv_transport"": 0.7318672825417564, ""agv_wait"": 0.2607053883350635, ""machine_alt_gap"": 0.23409811071007677, ""machine_delay"": 0.25020256154332626, ""machine_pressure"": 0.4656320316261362, ""machine_proc"": 0.0, ""machine_queue"": 0.7659023958827336, ""machine_remaining_ops"": -0.29316490396298484, ""machine_remaining_work"": -0.08488967300088962, ""machine_transport"": 0.11161011349491606}","{""bottleneck"": 0.8951658218380028, ""disturbance"": 1.0875010497585782, ""job_urgency"": 1.1357916581404077, ""safety"": 0.6047309062618239, ""transport"": 1.4925026184406955}",38,1.900000
900931,12,63.731992,12.746106,"{""agv_remaining_ops"": -0.1490715011695716, ""agv_transport"": 0.6909580310284689, ""agv_wait"": 0.23349485681430307, ""machine_alt_gap"": 0.27655978635778256, ""machine_delay"": 0.2502219697794253, ""machine_pressure"": 0.38464607836945763, ""machine_proc"": 0.0, ""machine_queue"": 0.8148056900932503, ""machine_remaining_ops"": -0.24064979563027114, ""machine_remaining_work"": -0.07404024985191748, ""machine_transport"": 0.1422048218602184}","{""bottleneck"": 0.6821277037086603, ""disturbance"": 0.9781925148007634, ""job_urgency"": 1.3106809485319721, ""safety"": 1.0506484949097872, ""transport"": 1.4251197372906437}",39,1.950000
900060,12,63.755349,12.291785,"{""agv_remaining_ops"": -0.158812786120158, ""agv_transport"": 0.8053050450848768, ""agv_wait"": 0.3414532009915495, ""machine_alt_gap"": 0.17773677535972246, ""machine_delay"": 0.31054939827010264, ""machine_pressure"": 0.5995249285878671, ""machine_proc"": 0.0, ""machine_queue"": 0.3916630130405977, ""machine_remaining_ops"": -0.25673730269328743, ""machine_remaining_work"": -0.11956165852554537, ""machine_transport"": 0.16757853957850102}","{""bottleneck"": 1.4432125717796371, ""disturbance"": 1.1965827586056097, ""job_urgency"": 1.1184007526133917, ""safety"": 0.6060892532088863, ""transport"": 0.511567529884905}",40,2.000000
900819,12,63.766908,11.655089,"{""agv_remaining_ops"": -0.14614336128562547, ""agv_transport"": 0.5390764006515394, ""agv_wait"": 0.3582011126055765, ""machine_alt_gap"": 0.20337924142247207, ""machine_delay"": 0.48829494157196995, ""machine_pressure"": 0.43022726820650004, ""machine_proc"": 0.0, ""machine_queue"": 0.34780810690510017, ""machine_remaining_ops"": -0.2667472266933002, ""machine_remaining_work"": -0.06638472894083251, ""machine_transport"": 0.17795926025766254}","{""bottleneck"": 1.281578987091856, ""disturbance"": 1.391499136410753, ""job_urgency"": 1.0355797898952972, ""safety"": 0.7807952938401673, ""transport"": 1.2611287857118088}",41,2.050000
901544,12,63.770247,13.883605,"{""agv_remaining_ops"": -0.11119459063144886, ""agv_transport"": 0.5084320166996508, ""agv_wait"": 0.16223960271778604, ""machine_alt_gap"": 0.3272637931297068, ""machine_delay"": 0.24059614056225737, ""machine_pressure"": 0.6375617297791045, ""machine_proc"": 0.0, ""machine_queue"": 0.7945675574469563, ""machine_remaining_ops"": -0.21486143156627854, ""machine_remaining_work"": -0.09487121646878163, ""machine_transport"": 0.15723342120870865}","{""bottleneck"": 1.1286690830647919, ""disturbance"": 1.4484550301341246, ""job_urgency"": 0.6510979904578647, ""safety"": 0.8617145086630681, ""transport"": 1.3464330784324767}",42,2.100000
