scale,event_type,budget_sec,algorithm,n_rows,n_metric_rows,mean,std,median,min,max
M,rush_job,5.0,MachineRank,5,5,0.000091,0.000046,0.000109,0.000013,0.000130
M,rush_job,5.0,SA,5,5,5.010871,0.005950,5.010436,5.002993,5.017598
S,breakdown,0.1,B-CORE,5,5,0.000203,0.000048,0.000176,0.000163,0.000256
S,breakdown,0.1,B-CORE-no-bottleneck,5,5,0.000177,0.000041,0.000163,0.000150,0.000250
S,breakdown,0.1,B-CORE-no-graph,5,5,0.000223,0.000051,0.000254,0.000158,0.000268
S,breakdown,0.1,DCGA,5,5,0.104094,0.001976,0.103469,0.101508,0.106484
S,breakdown,0.1,GA,5,5,0.103202,0.002360,0.103670,0.100632,0.106310
S,breakdown,0.1,LNS,5,5,0.103709,0.001552,0.103529,0.101935,0.106105
S,breakdown,0.1,MOEA-NSGA2,5,5,0.103853,0.001677,0.104555,0.101124,0.105326
S,breakdown,0.1,MOR,5,5,0.000007,0.000001,0.000006,0.000006,0.000008
S,breakdown,0.1,MachineRank,5,5,0.000062,0.000015,0.000057,0.000049,0.000087
S,breakdown,0.1,SA,5,5,0.102868,0.002229,0.102410,0.100715,0.105420
S,breakdown,0.5,B-CORE,5,5,0.000239,0.000045,0.000247,0.000162,0.000279
S,breakdown,0.5,B-CORE-no-bottleneck,5,5,0.000224,0.000040,0.000236,0.000154,0.000256
S,breakdown,0.5,B-CORE-no-graph,5,5,0.000237,0.000043,0.000254,0.000165,0.000278
S,breakdown,0.5,DCGA,5,5,0.503514,0.002586,0.502635,0.501293,0.507756
S,breakdown,0.5,GA,5,5,0.503755,0.001799,0.503599,0.501407,0.506263
S,breakdown,0.5,LNS,5,5,0.503955,0.001521,0.503669,0.502337,0.506313
S,breakdown,0.5,MOEA-NSGA2,5,5,0.503578,0.001626,0.503925,0.501483,0.505833
S,breakdown,0.5,MOR,5,5,0.000008,0.000001,0.000008,0.000006,0.000009
S,breakdown,0.5,MachineRank,5,5,0.000068,0.000010,0.000069,0.000054,0.000082
S,breakdown,0.5,SA,5,5,0.503246,0.001601,0.503382,0.500963,0.504852
S,breakdown,1.0,B-CORE,5,5,0.000221,0.000042,0.000235,0.000159,0.000258
S,breakdown,1.0,B-CORE-no-bottleneck,5,5,0.000211,0.000045,0.000242,0.000159,0.000247
S,breakdown,1.0,B-CORE-no-graph,5,5,0.000219,0.000057,0.000237,0.000159,0.000277
S,breakdown,1.0,DCGA,5,5,1.003989,0.001786,1.003759,1.001660,1.005845
S,breakdown,1.0,GA,5,5,1.002256,0.001245,1.001939,1.001058,1.003682
S,breakdown,1.0,LNS,5,5,1.002465,0.000739,1.002318,1.001709,1.003360
S,breakdown,1.0,MOEA-NSGA2,5,5,1.004137,0.000732,1.004471,1.003258,1.004824
S,breakdown,1.0,MOR,5,5,0.000008,0.000002,0.000008,0.000006,0.000009
S,breakdown,1.0,MachineRank,5,5,0.000067,0.000013,0.000067,0.000050,0.000086
S,breakdown,1.0,SA,5,5,1.003215,0.001873,1.002995,1.001706,1.006362
S,breakdown,10.0,B-CORE,5,5,0.000264,0.000103,0.000245,0.000150,0.000432
S,breakdown,10.0,B-CORE-no-bottleneck,5,5,0.000207,0.000050,0.000239,0.000151,0.000253
S,breakdown,10.0,B-CORE-no-graph,5,5,0.000213,0.000046,0.000245,0.000151,0.000246
S,breakdown,10.0,DCGA,5,5,9.995047,0.021488,10.003835,9.956649,10.006121
S,breakdown,10.0,GA,5,5,10.003209,0.001183,10.003522,10.001160,10.004224
S,breakdown,10.0,LNS,5,5,2.744779,0.626719,2.640226,2.005639,3.688139
S,breakdown,10.0,MOEA-NSGA2,5,5,10.004035,0.001525,10.003197,10.002595,10.006106
S,breakdown,10.0,MOR,5,5,0.000007,0.000001,0.000007,0.000006,0.000009
S,breakdown,10.0,MachineRank,5,5,0.000072,0.000017,0.000067,0.000053,0.000100
S,breakdown,10.0,SA,5,5,2.828958,0.714726,2.752672,1.843448,3.830321
S,breakdown,5.0,B-CORE,5,5,0.000233,0.000047,0.000245,0.000156,0.000283
S,breakdown,5.0,B-CORE-no-bottleneck,5,5,0.000231,0.000043,0.000251,0.000155,0.000257
S,breakdown,5.0,B-CORE-no-graph,5,5,0.000254,0.000072,0.000251,0.000158,0.000357
S,breakdown,5.0,DCGA,5,5,5.003178,0.001469,5.003577,5.000686,5.004597
S,breakdown,5.0,GA,5,5,5.004214,0.001906,5.003807,5.001572,5.006597
S,breakdown,5.0,LNS,5,5,2.815724,0.618184,2.716125,2.022735,3.690621
S,breakdown,5.0,MOEA-NSGA2,5,5,5.003623,0.001882,5.004073,5.000481,5.005175
S,breakdown,5.0,MOR,5,5,0.000009,0.000001,0.000009,0.000008,0.000009
S,breakdown,5.0,MachineRank,5,5,0.000073,0.000006,0.000072,0.000066,0.000083
S,breakdown,5.0,SA,5,5,2.710988,0.633312,2.554018,1.898239,3.634364
S,mixed,0.1,B-CORE,5,5,0.000238,0.000040,0.000254,0.000174,0.000272
S,mixed,0.1,B-CORE-no-bottleneck,5,5,0.000222,0.000062,0.000215,0.000161,0.000315
S,mixed,0.1,B-CORE-no-graph,5,5,0.000231,0.000062,0.000230,0.000162,0.000299
S,mixed,0.1,DCGA,5,5,0.105071,0.002169,0.105121,0.101577,0.107278
S,mixed,0.1,GA,5,5,0.104007,0.001087,0.103742,0.103057,0.105864
S,mixed,0.1,LNS,5,5,0.102626,0.001156,0.103365,0.101321,0.103629
S,mixed,0.1,MOEA-NSGA2,5,5,0.104617,0.001454,0.105358,0.102935,0.106013
S,mixed,0.1,MOR,5,5,0.000009,0.000002,0.000009,0.000006,0.000012
S,mixed,0.1,MachineRank,5,5,0.000056,0.000033,0.000049,0.000011,0.000102
S,mixed,0.1,SA,5,5,0.103902,0.000893,0.103951,0.102528,0.104958
S,mixed,0.5,B-CORE,5,5,0.000261,0.000063,0.000243,0.000185,0.000358
S,mixed,0.5,B-CORE-no-bottleneck,5,5,0.000257,0.000077,0.000248,0.000169,0.000369
S,mixed,0.5,B-CORE-no-graph,5,5,0.000245,0.000054,0.000233,0.000176,0.000325
S,mixed,0.5,DCGA,5,5,0.504076,0.001893,0.503932,0.501481,0.506772
S,mixed,0.5,GA,5,5,0.504225,0.001813,0.503763,0.502515,0.507298
S,mixed,0.5,LNS,5,5,0.504496,0.002124,0.503988,0.501593,0.507013
S,mixed,0.5,MOEA-NSGA2,5,5,0.504743,0.001349,0.504491,0.502837,0.506400
S,mixed,0.5,MOR,5,5,0.000010,0.000001,0.000010,0.000009,0.000011
S,mixed,0.5,MachineRank,5,5,0.000064,0.000033,0.000074,0.000012,0.000102
S,mixed,0.5,SA,5,5,0.503188,0.000636,0.503450,0.502139,0.503667
S,mixed,1.0,B-CORE,5,5,0.000213,0.000045,0.000225,0.000161,0.000259
S,mixed,1.0,B-CORE-no-bottleneck,5,5,0.000211,0.000041,0.000226,0.000166,0.000253
S,mixed,1.0,B-CORE-no-graph,5,5,0.000222,0.000063,0.000217,0.000161,0.000315
S,mixed,1.0,DCGA,5,5,1.004264,0.001819,1.004681,1.002267,1.006547
S,mixed,1.0,GA,5,5,1.004777,0.001923,1.004733,1.002460,1.007526
S,mixed,1.0,LNS,5,5,1.003016,0.002197,1.003230,1.000745,1.006125
S,mixed,1.0,MOEA-NSGA2,5,5,1.003719,0.001334,1.003900,1.002249,1.005701
S,mixed,1.0,MOR,5,5,0.000009,0.000002,0.000010,0.000007,0.000011
S,mixed,1.0,MachineRank,5,5,0.000057,0.000028,0.000071,0.000012,0.000079
S,mixed,1.0,SA,5,5,1.004884,0.001466,1.004461,1.003193,1.007087
S,mixed,10.0,B-CORE,5,5,0.000262,0.000030,0.000251,0.000231,0.000309
S,mixed,10.0,B-CORE-no-bottleneck,5,5,0.000216,0.000042,0.000223,0.000158,0.000263
S,mixed,10.0,B-CORE-no-graph,5,5,0.000219,0.000063,0.000220,0.000159,0.000316
S,mixed,10.0,DCGA,5,5,9.983965,0.046378,10.004516,9.901072,10.007131
S,mixed,10.0,GA,5,5,9.996427,0.014386,10.002639,9.970744,10.003835
S,mixed,10.0,LNS,5,5,2.820888,0.664995,2.860854,2.030933,3.840928
S,mixed,10.0,MOEA-NSGA2,5,5,10.003362,0.001409,10.002812,10.002355,10.005808
S,mixed,10.0,MOR,5,5,0.000009,0.000001,0.000009,0.000007,0.000010
S,mixed,10.0,MachineRank,5,5,0.000057,0.000028,0.000070,0.000011,0.000080
S,mixed,10.0,SA,5,5,2.821129,0.717449,2.698466,2.053790,4.007846
S,mixed,5.0,B-CORE,5,5,0.000258,0.000023,0.000263,0.000220,0.000280
S,mixed,5.0,B-CORE-no-bottleneck,5,5,0.000255,0.000029,0.000255,0.000211,0.000291
S,mixed,5.0,B-CORE-no-graph,5,5,0.000255,0.000018,0.000257,0.000227,0.000274
S,mixed,5.0,DCGA,5,5,5.003836,0.002732,5.003455,5.000389,5.007907
S,mixed,5.0,GA,5,5,5.004045,0.000586,5.004300,5.003269,5.004683
S,mixed,5.0,LNS,5,5,2.789881,0.750928,2.655042,2.039424,4.012082
S,mixed,5.0,MOEA-NSGA2,5,5,5.004048,0.002596,5.003391,5.001179,5.008259
S,mixed,5.0,MOR,5,5,0.000009,0.000001,0.000009,0.000007,0.000010
S,mixed,5.0,MachineRank,5,5,0.000066,0.000030,0.000072,0.000013,0.000089
S,mixed,5.0,SA,5,5,2.782998,0.741937,2.669076,2.062639,4.024463
S,rush_job,0.1,B-CORE,5,5,0.000246,0.000056,0.000266,0.000149,0.000283
S,rush_job,0.1,B-CORE-no-bottleneck,5,5,0.000240,0.000056,0.000251,0.000144,0.000283
S,rush_job,0.1,B-CORE-no-graph,5,5,0.000246,0.000059,0.000262,0.000143,0.000293
S,rush_job,0.1,DCGA,5,5,0.103811,0.001388,0.103432,0.102361,0.105685
S,rush_job,0.1,GA,5,5,0.103802,0.000862,0.103587,0.102976,0.105246
S,rush_job,0.1,LNS,5,5,0.103831,0.001583,0.103240,0.101968,0.105699
S,rush_job,0.1,MOEA-NSGA2,5,5,0.103989,0.000917,0.104503,0.102899,0.104733
S,rush_job,0.1,MOR,5,5,0.000009,0.000001,0.000008,0.000007,0.000010
S,rush_job,0.1,MachineRank,5,5,0.000058,0.000027,0.000065,0.000012,0.000079
S,rush_job,0.1,SA,5,5,0.104291,0.001711,0.104599,0.101390,0.105790
S,rush_job,0.5,B-CORE,5,5,0.000257,0.000027,0.000263,0.000212,0.000279
S,rush_job,0.5,B-CORE-no-bottleneck,5,5,0.000238,0.000044,0.000242,0.000172,0.000279
S,rush_job,0.5,B-CORE-no-graph,5,5,0.000267,0.000024,0.000270,0.000231,0.000295
S,rush_job,0.5,DCGA,5,5,0.503678,0.001547,0.503195,0.501611,0.505276
S,rush_job,0.5,GA,5,5,0.504720,0.001815,0.504099,0.502908,0.507203
S,rush_job,0.5,LNS,5,5,0.503649,0.001560,0.503370,0.501709,0.506013
S,rush_job,0.5,MOEA-NSGA2,5,5,0.504581,0.000625,0.504599,0.503675,0.505419
S,rush_job,0.5,MOR,5,5,0.000013,0.000010,0.000008,0.000007,0.000030
S,rush_job,0.5,MachineRank,5,5,0.000057,0.000028,0.000064,0.000011,0.000083
S,rush_job,0.5,SA,5,5,0.503385,0.001322,0.503946,0.501591,0.504590
S,rush_job,1.0,B-CORE,5,5,0.000264,0.000076,0.000263,0.000140,0.000336
S,rush_job,1.0,B-CORE-no-bottleneck,5,5,0.000244,0.000058,0.000264,0.000143,0.000285
S,rush_job,1.0,B-CORE-no-graph,5,5,0.000228,0.000065,0.000261,0.000139,0.000285
S,rush_job,1.0,DCGA,5,5,1.003819,0.000840,1.004098,1.002477,1.004597
S,rush_job,1.0,GA,5,5,1.003672,0.001639,1.003549,1.001935,1.005988
S,rush_job,1.0,LNS,5,5,1.003484,0.001229,1.003717,1.001389,1.004402
S,rush_job,1.0,MOEA-NSGA2,5,5,1.003849,0.001034,1.004353,1.002306,1.004854
S,rush_job,1.0,MOR,5,5,0.000008,0.000002,0.000009,0.000005,0.000009
S,rush_job,1.0,MachineRank,5,5,0.000056,0.000028,0.000071,0.000012,0.000078
S,rush_job,1.0,SA,5,5,1.004181,0.001072,1.003768,1.002995,1.005803
S,rush_job,10.0,B-CORE,5,5,0.000246,0.000057,0.000268,0.000147,0.000287
S,rush_job,10.0,B-CORE-no-bottleneck,5,5,0.000253,0.000028,0.000252,0.000220,0.000292
S,rush_job,10.0,B-CORE-no-graph,5,5,0.000263,0.000024,0.000269,0.000224,0.000282
S,rush_job,10.0,DCGA,5,5,9.998631,0.011007,10.003392,9.978972,10.004262
S,rush_job,10.0,GA,5,5,10.003290,0.000821,10.003756,10.001915,10.003871
S,rush_job,10.0,LNS,5,5,2.630028,0.568521,2.508838,1.960123,3.528430
S,rush_job,10.0,MOEA-NSGA2,5,5,10.003575,0.001024,10.003857,10.002438,10.004712
S,rush_job,10.0,MOR,5,5,0.000009,0.000001,0.000008,0.000007,0.000010
S,rush_job,10.0,MachineRank,5,5,0.000060,0.000027,0.000069,0.000012,0.000078
S,rush_job,10.0,SA,5,5,2.595771,0.619884,2.551784,1.840866,3.567744
S,rush_job,5.0,B-CORE,5,5,0.000222,0.000050,0.000217,0.000168,0.000275
S,rush_job,5.0,B-CORE-no-bottleneck,5,5,0.000224,0.000057,0.000252,0.000160,0.000278
S,rush_job,5.0,B-CORE-no-graph,5,5,0.000209,0.000057,0.000175,0.000155,0.000280
S,rush_job,5.0,DCGA,5,5,5.002845,0.001155,5.003046,5.001068,5.004024
S,rush_job,5.0,GA,5,5,5.002743,0.000711,5.002384,5.002219,5.003908
S,rush_job,5.0,LNS,5,5,2.685902,0.595033,2.551152,2.162378,3.705002
S,rush_job,5.0,MOEA-NSGA2,5,5,5.004037,0.002052,5.004359,5.001114,5.006776
S,rush_job,5.0,MOR,5,5,0.000010,0.000003,0.000009,0.000007,0.000014
S,rush_job,5.0,MachineRank,5,5,0.000055,0.000025,0.000062,0.000012,0.000073
S,rush_job,5.0,SA,5,5,2.624193,0.570235,2.571315,1.915885,3.511551
